nct_id,brief_title,official_title,acronym,lead_sponsor_name,lead_sponsor_class,phase,overall_status,study_type,enrollment_count,enrollment_type,start_date,primary_completion_date,completion_date,why_stopped,sex,minimum_age,maximum_age,std_ages,healthy_volunteers,eligibility_criteria,brief_summary,conditions,has_results,is_fda_regulated_drug,primary_outcomes,retrieved_at,source_id
NCT05719311,Study to Assess an Enteric Microgranule Formulation of Adrulipase in Patients With Cystic Fibrosis,"SPAN: A Phase 2, Open Label, Multicenter, Pilot Study to Assess Safety and Efficacy of an Enteric Microgranule Formulation of Adrulipase in Patients With Exocrine Pancreatic Insufficiency (EPI) Due to Cystic Fibrosis (CF)",SPAN,Entero Therapeutics,INDUSTRY,PHASE2,COMPLETED,INTERVENTIONAL,13,ACTUAL,2023-02-01,2023-06-20,2023-07-28,,ALL,18 Years,,ADULT;OLDER_ADULT,0,"Inclusion Criteria:

1. A confirmed diagnosis of cystic fibrosis, based on 2 clinical features consistent with CF, plus either a new/historic sweat chloride \>60 mmol/L by quantitative pilocarpine iontophoresis (measured while not on a CFTR modulator) or genotype.
2. On stable dose of porcine PERT ≥1 month (30 days) prior to screening; stable dose is defined as dose of medication not changed during this time period, and the medication must be commercially available and be administered in the recommended dose range.
3. CFA = or \> 80% at screening while on stable PERT
4. A fair or better nutritional status as defined by:

   * BMI ≥16.0 kg/m2 for female patients ≥18 years of age, or
   * BMI ≥16.5 kg/m2 for male patients ≥18 years of age
5. Fecal elastase \<100 µg/g of stool at screening
6. Standard-of-Care medications including CFTR modulators are allowed

Exclusion Criteria:

1. History or diagnosis of fibrosing colonopathy
2. Any chronic diarrheal illness unrelated to pancreatic insufficiency
3. Alanine aminotransferase (ALT) or aspartate aminotransferase (AST) level

   * 5 ×upper limit of normal (ULN), or total bilirubin level ≥1.5 ×ULN at Screening
4. Feeding via an enteral tube during 6 months before screening
5. Forced expiratory volume ≤30% at the Screening visit
6. Changes in gastric acid suppressant therapy during the one month prior to screening for patients already on suppressant therapy.","Some cystic fibrosis patients are unable to digest food and absorb nutrition appropriately as they have a condition known as exocrine pancreatic insufficiency (EPI). Currently, these patients take pancreatic enzymes that are obtained from pig pancreas to aid the digestion of food. The goals of this clinical study are to evaluate the safety and efficacy of a novel formulation of a non-porcine lipase, called adrulipase, in patients with EPI due to cystic fibrosis.

The main question\[s\] the study aims to answer are:

1. Is the novel formulation of adrulipase safe to use at the doses being evaluated in the clinical study.
2. Is adrulipase as effective, or more effective, compared to the pig enzymes the patients currently use.

Researchers will compare the results obtained with adrulipase to how the patients typically respond to their pig enzymes to see if adrulipase helps patients digest fats adequately and if their stomach feels good (signs and symptoms of malabsorption).",Exocrine Pancreatic Insufficiency | Cystic Fibrosis,1,1,Safety of Adrulipase | Efficacy of Adrulipase: Coefficient of Fat Absorption (CFA),2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05723445,The Effects of a Low Glycemic Load Diet on Dysglycemia and Body Composition in Adults With Cystic Fibrosis-Related Diabetes,The Effects of a Low Glycemic Load Diet on Dysglycemia and Body Composition in Adults With Cystic Fibrosis-Related Diabetes,DINE,Rhode Island Hospital,OTHER,NA,RECRUITING,INTERVENTIONAL,15,ESTIMATED,2023-09-01,2026-07-01,2026-07-01,,ALL,18 Years,70 Years,ADULT;OLDER_ADULT,0,"Inclusion Criteria:

* 18 years and above
* Genetically confirmed diagnosis of CF
* Diagnosis of pancreatic insufficiency, requiring pancreatic enzyme replacement
* Criteria for CFRD:

A.) Most recent OGTT 2-hour glucose \>200 mg/dL within the past two years, and/or; B.) HbA1c \>6.5% in the past two years, and/or; C.) Current use of insulin

Exclusion Criteria:

* FEV1 \<50% predicted on most recent pulmonary function testing
* BMI \<18 kg/m2
* Currently receiving enteral nutrition support via GT feeds
* Pregnancy, plan to become pregnant in the next 3-months, or sexually active without use of contraception
* Use of IV antibiotics or systemic supraphysiologic glucocorticoids for CF exacerbation within 1 month
* Started or stopped treatment with a CFTR modulator within 3 months of enrollment
* Currently adhering to an LGL or other carbohydrate-restricted diet (carbohydrate intake \<30% of total daily caloric intake)","This study will evalute the effect of a low glycemic load (LGL diet on dysglycemia, insulin requirements, DXA-derived body composition, gastrointestinal symptoms and quality of life measures in adults with cystic fibrosis-related diabetes (CFRD). We will use continuous glucose monitors (CGM) to assess the LGL diet both in a controlled setting (via a meal delivery company) and in free-living conditions.",Cystic Fibrosis | Cystic Fibrosis-related Diabetes | Cystic Fibrosis With Intestinal Manifestations,0,0,Change in percent time in target range 70-180 mg/dL,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05740618,Inhaled Mannitol on Mucociliary Clearance in Moderate to Severe Cystic Fibrosis,Effect of Bronchitol on Mucociliary Clearance in Cystic Fibrosis Transmembrane Conductance Regulator (CFTR)-Modulator Treated Patients With Cystic Fibrosis With Moderate to Severe Lung Disease,,"University of North Carolina, Chapel Hill",OTHER,PHASE4,COMPLETED,INTERVENTIONAL,14,ACTUAL,2023-03-28,2025-01-29,2025-01-29,,ALL,18 Years,,ADULT;OLDER_ADULT,0,"Inclusion Criteria:

* Able to provide informed consent
* Age ≥ 18 at the time of screening
* Diagnosis of cystic fibrosis (CF)
* Regularly using elexacaftor/tezacaftor/ivacaftor (E/T/I) for ≥ 90 days
* Forced Expiratory Volume in one second (FEV1) between 30% and 70%, inclusive, at time of screening
* Denies active smoking or vaping
* Clinically stable with no significant changes in health status within the 28 days prior to and including the screening visit
* Patients on cycled inhaled antibiotics will need to be either on or off their antibiotic for 7 days prior to Visit 1 and not scheduled to cycle during the 2-week treatment period until after Visit 2
* Has no other conditions that, in the opinion of the Site Investigator/Designee, would preclude informed consent, make study participation unsafe, complicate interpretation of study outcome data, or otherwise interfere with achieving the study objectives

Exclusion Criteria:

* Use of an investigational drug within 28 days prior to and including the screening visit
* Unable or unwilling to withhold hypertonic saline (HS) for 4 weeks (2 weeks prior to Visit 1 and 2 weeks between Visit 1 and Visit 2)
* Unable or willing to withhold dornase alfa and bronchodilators on the morning of Visit 1 and Visit 2, until completion of study procedures
* Initiation of new chronic CF pulmonary therapy (e.g. dornase alfa, azithromycin, inhaled antibiotic) within 28 days prior to and including the screening visit
* No acute use of antibiotics (oral, inhaled, or intravenous) or acute use of systemic corticosteroids for respiratory tract symptoms within 28 days prior to and including the screening visit.
* No chronic use of oral corticosteroids \> 10 mg of prednisone or equivalent daily
* Unable to tolerate albuterol or other bronchodilator
* History of intolerance to HS or inhaled mannitol
* Pregnancy or breast feeding
* Have had more than 2 chest computed tomography (CT) in the past year or a combination of procedures that are believed to have exposed the subject's lungs to \>150 millisievert (mSv)
* History of significant hemoptysis (\>60 mL) in the last three months","This study will provide important mechanistic information regarding the effect of inhaled mannitol (Bronchitol) in people with cystic fibrosis (PwCF) with moderate to severe disease who are already using elexacaftor/tezacaftor/ivacaftor (E/T/I). Many patients have already discontinued hypertonic saline and other pulmonary therapies because of the profound effect of E/T/I of their symptoms and lung function. Further, because both inhaled osmotic agents (i.e., Bronchitol, hypertonic saline \[HS\]) and E/T/I are believed to exert their beneficial effects through improvements in mucociliary clearance (MCC), it is unknown if the combination of these therapies might be additive or are redundant in a population with moderate to severe disease where bronchiectasis and chronic infection persists, and where eventual decline in lung function is expected over time. This study, therefore, will be the first to determine whether ""add on"" therapy with inhaled mannitol is able to further accelerate MCC in E/T/I patients. These data would provide some guidance regarding the use of these approved therapies in PwCF.",Cystic Fibrosis,1,1,Average Rate of Mucociliary Clearance (MCC) Over 60 Minutes,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05743946,Trikafta for Patients With Non-cystic Fibrosis Bronchiectasis,Evaluating Trikafta for the Treatment of Patients With Non-cystic Fibrosis Bronchiectasis (NCFBE),,Emory University,OTHER,PHASE4,COMPLETED,INTERVENTIONAL,32,ACTUAL,2023-04-18,2025-12-23,2025-12-23,,ALL,18 Years,,ADULT;OLDER_ADULT,0,"Inclusion Criteria:

* Provision of signed and dated informed consent form
* Stated willingness to comply with all study procedures and availability for the duration of the study
* Radiologic and other clinical evidence leading to a diagnosis of NCFBE
* 1 CF-causing mutation and/or sweat chloride measurement ≥ 30 mEq/L and \< 60 mEq/L
* Able to perform spirometry meeting American Thoracic Society (ATS) criteria for acceptability and repeatability, and FEV1 40-90% predicted
* Clinically stable in the past 4 weeks with no evidence of bronchiectasis exacerbation
* Willingness to use at least one form of acceptable birth control including abstinence or condom with spermicide. This will include birth control for at least one month prior to screening and agreement to use such a method during study participation for an additional four weeks after the last administration of Study Drug (for postmenopausal or other women who are without the possibility of becoming pregnant, this requirement may be waived)
* Ability to take Trikafta
* Agreement to adhere to all current medical therapies as designated by the study physician

Exclusion Criteria:

* Diagnosis of cystic fibrosis
* Documented history of drug or alcohol abuse within the last year
* Pulmonary exacerbation or changes in therapy for pulmonary disease in the 4 weeks prior to screening
* Listed for lung or liver transplant at the time of screening
* Cirrhosis or elevated liver transaminases \> 3 times the upper limit of normal (ULN)
* Pregnant or breastfeeding
* Inhibitors or inducers of CYP3A4, including certain herbal medications and grapefruit/grapefruit juice, or other medicines known to negatively influence Trikafta administration
* History of solid organ transplant
* Use of a cardiac pacemaker
* Active therapy for non-tuberculosis mycobacterial infection or any plan to initiate non-tuberculosis mycobacterial therapies during the study period
* Known allergy to Trikafta
* Treatment in the last 6 months with an approved CFTR modulator
* Any other condition that in the opinion of the lead investigators might confound results of the study or pose an additional risk from administering Study Drug
* Treatment with another investigational drug or other intervention within one month prior to enrollment, throughout the duration of study participation, and for an additional four weeks following final drug administration
* Evidence of cataract/lens opacity determined to be clinically significant by an ophthalmologist at or within 3 months prior to the Screening Visit","Study participants with non-cystic fibrosis bronchiectasis will be given Trikafta for four weeks. The researchers will monitor clinical endpoints, quality of life, and weight. Additionally, cutaneous punch biopsy material material or blood samples from participants who agree to do this optional test will be collected to test cellular response to Trikafta.",Non-cystic Fibrosis Bronchiectasis,0,1,Short Circuit Current Measurements in Monolayers | Western Blot Analysis | Change in Forced Expiratory Volume in One Second (FEV1),2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05766774,FEED-Cystic Fibrosis (FEED-CF),Feeding Study to Optimize Endocrine Dysfunction in Cystic Fibrosis,FEED-CF,Emory University,OTHER,NA,RECRUITING,INTERVENTIONAL,60,ESTIMATED,2023-06-28,2028-06-30,2028-06-30,,ALL,18 Years,,ADULT;OLDER_ADULT,0,"Inclusion Criteria:

1. Confirmed CF diagnosis
2. Ages 18 years and older
3. Baseline estimated daily total added sugar intake \>16 tsp, as estimated from the Dietary Screener Questionnaire (DSQ).

Exclusion Criteria:

1. Nocturnal tube feeds
2. BMI \<18.5 kg/m2
3. Life expectancy \< 12 months
4. Confirmed diagnosis of CFRD
5. Screening OGTT showing fasting hyperglycemia (≥126 mg/dL)
6. Chronic steroid use
7. Current pregnancy or lactation
8. Inability/unwillingness to consume the majority of foods on the menu during the study period
9. MRI-incompatible metal that cannot be removed for testing
10. Uncontrolled exocrine pancreatic insufficiency/malabsorption
11. Clinically instability, defined as no changes in medical regimen (including medications and pulmonary exacerbations) for at least 21 days prior to study visit
12. Initiation of CFTR modulator within previous 8 weeks OR unstable changes in weight and lung function due to CFTR modulator use
13. Actively trying to gain or lose weight
14. Any food allergies or intolerances that cannot be accommodated
15. Any medical condition deemed by the a study physician or PI that may preclude completion of the study or interfere with primary end points.","The goal of this study is to determine the extent to which excess dietary sugars serve as a precipitating factor in glucose intolerance in adults with cystic fibrosis (CF), a population at especially high risk for a unique form of diabetes (CF-related diabetes, CFRD) and with standard-of-care dietary recommendations (high-calorie, high-fat) that conflict with recommendations for other forms of diabetes.

This trial will investigate if the typical high-sugar, high-fat CF diet plays a role in diabetes risk and visceral fat accumulation in people with CF. A total of 30 participants will get a low-added sugar, high-fat diet and the other 30 will get a standard CF diet with no sugar restrictions. Participants will be randomized to the diet group they are assigned. All foods will be provided for 8 weeks.",Cystic Fibrosis | Cystic Fibrosis-related Diabetes,0,0,Change in acute insulin response to arginine (AIRarg) from baseline | Change in acute C-peptide (ACRarg) from baseline | Change in visceral adipose tissue from baseline | Change in fasted plasma Eh[CySS] from baseline,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05788965,Semaglutide in CFRD,Efficacy and Safety of GLP-1 Agonist Therapy in Overweight and Obese Subjects With Cystic Fibrosis-related Diabetes: a Pilot Study,,University of Minnesota,OTHER,PHASE2;PHASE3,COMPLETED,INTERVENTIONAL,8,ACTUAL,2023-10-16,2024-12-23,2024-12-31,,ALL,18 Years,,ADULT;OLDER_ADULT,0,"Inclusion Criteria:

* Adult subjects 18 years or older with CFRD and on insulin treatment
* BMI \>26 kg/m2
* Diagnosis of pancreatic insufficiency (based on treatment with pancreatic enzyme replacement therapy)
* A participant who is capable of becoming pregnant must agree to take precautions that are effective in preventing pregnancy throughout this study. These methods could include one of the following 1. Complete abstinence from sexual intercourse; 2. Oral, injectable, or implanted hormonal contraceptives 3. Intrauterine device 4. Tubal ligation

Exclusion Criteria:

* personal or family history of medullary thyroid cancer or multiple endocrine neoplasia syndrome type 2 (MEN2)
* acute pulmonary exacerbation requiring IV antibiotics or systemic glucocorticoids within 4 weeks prior to baseline study procedures
* gastrointestinal(GI) symptom exacerbation defined by current nausea/vomiting or diarrhea at the baseline assessment
* history of chronic GI problems requiring hospitalization in the 1 year prior to baseline
* history of clinically symptomatic pancreatitis
* history of clinically significant gastroparesis
* history of eating disorders
* less than 24 weeks since start of a new CFTR corrector/modulator therapy
* pregnancy or lactation
* severe CF liver disease
* chronic kidney disease
* history of suicide attempts or active suicidal ideation
* Non-English speakers and those unable to read in English","This open label, single arm pilot study, will examine the safety and tolerability of GLP-1RA semaglutide as an add-on therapy to insulin for overweight/obese adult patients with cystic fibrosis related diabetes (CFRD).",Cystic Fibrosis | Cystic Fibrosis-related Diabetes,1,1,Weight | BMI (kg/m2),2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05795673,Peer-supporting for Teenagers With Cystic Fibrosis in the Transition of Care From Paediatric to Adult Services,Peer-supporting for Teenagers With Cystic Fibrosis in a Process of Transition of Care From Paediatric to Adult Services : a Mixed-method Pilot Study to Assess the Feasibility of the Peer-support Intervention,MUKADO,Hospices Civils de Lyon,OTHER,NA,UNKNOWN,INTERVENTIONAL,88,ESTIMATED,2023-09-01,2026-09-01,2026-09-01,,ALL,15 Years,24 Years,CHILD;ADULT,0,"Concerning the patient /mentee:

Inclusion Criteria:

* patient affected by cystic fibrosis
* patient able to understand and read French
* patient from 15 to 19 years , in a process of transition on paediatric care to adult care
* with a follow-up on a paediatric Cystic Fibrosis Centers Competences (CRCM)
* did not participate in the Phase 1 co-construction workgroup
* affiliated to the social security system
* having agreed to participate and signed the consent for an adult patient, or legal guardian having agreed to participate and signed the consent for a minor patient

Exclusion Criteria:

* patient with transplant
* patient with cystic fibrosis transmembrane regulator-related disorders (CFTR RD) or Screen Positive Inconclusive Diagnosis (SPID) Cystic Fibrosis
* patient with a curator, tutor or under the protection of a conservator
* pregnant or breastfeeding patient

Concerning the mentor/peer-supporter (post period):

Inclusion Criteria \* :

* affected cystic fibrosis
* able to understand and read French
* young adult, 19 to 24 years old
* with a follow-up on the adult CRCM (transition completed)
* affiliated to the social security system
* have agreed to participate and signed the consent form
* did not participate in the Phase 1 co-construction workgroup

Exclusion Criteria \* :

* patient with transplant
* patient with CFTR RD or SPID Cystic Fibrosis
* patient with a curator, tutor or under the protection of a conservator
* pregnant or breastfeeding patient","In patients with cystic fibrosis, a deterioration in lung function around age 18, the age of transfer from pediatrics to adult care services, has been observed. Transfer is only one step in a transition process from pediatric to adult care taking place from age 12 to 24. Adolescence is a period of identity construction during which the disease alters self-image and self-esteem, and a period of empowerment in the management of the disease involving a re-appropriation of it. During this period, coping strategies and psychosocial skills are important to face all the issues that the adolescent encounters. Interventions for youth with chronic illnesses rarely incorporate this dimension. Peer support or peer-mentoring is one avenue for developing these coping skills. Peer support encompasses mutual support between people who are coping or have coped with similar challenging life experiences. Individuals with similar experiences would represent more credible role models to stimulate positive change in their peers. The function of peer support are to provide emotional, experiential, informational support.The effect of peer support improves social integration, coping skills, sense of self-efficacy of the peers being helped. Promotion of healthy youth behaviors by youth is the most widely evaluated youth engagement strategy in the community health sector. Peer-assisted devices have been tested to improve medication adherence and health status with youth with juvenile arthritis, asthma, and liver transplant recipients. By sharing their experience of a successful transition, young adults with cystic fibrosis may be able to help their adolescent peers better understand this transition. Our hypothesis is that implementing peer support with adolescents with cystic fibrosis improves their sense of self-efficacy, a dimension of coping skills.To our knowledge, there are no research studies on peer support in cystic fibrosis in France or abroad. Patients are recognized as partners capable of sharing their experiential knowledge with patients with a similar disease.

But this raises questions about the recruitment, supervision, preparation for peer-help and the role of these patients; about the effects of their involvement for themselves (valorization, anxiety) and for their peers (re-assurance, feeling of personal effectiveness). This justifies conducting an exploratory study to assess the feasibility of a peer-support intervention for youth with cystic fibrosis.",Cystic Fibrosis,0,0,"Change from baseline Quality of life of adolescents in transition, measured by the French version of the Cystic Fibrosis Questionnaire - Revised (CFQ-R) at 6 months | Change from baseline Quality of life of adolescents in transition, measured by the French version of the Cystic Fibrosis Questionnaire - Revised (CFQ-R) at 3 months",2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05801952,PEP and OPEP Devices in Cystic Fibrosis,Evaluation of the Short-term Use of Selected PEP and OPEP Devices in Cystic Fibrosis Patients During an Exacerbation of the Disease,,"National Institute for Tuberculosis and Lung Diseases, Poland",OTHER,NA,UNKNOWN,INTERVENTIONAL,60,ESTIMATED,2020-01-01,2023-06,2025-02-28,,ALL,12 Years,,CHILD;ADULT;OLDER_ADULT,0,"Inclusion Criteria:

* written consent of the patient and/or guardian, age over 12, no disease complications (within the last 2 months) in the form of: active haemoptysis, pneumothorax, chest surgeries, surgical procedures in the area of the esophagus (esophageal varices), otitis media,
* the ability to perform correctly lung function tests and FEV1 value above 20% predicted,
* the presence of respiratory symptoms indicating exacerbation of the disease, i.e. increasing of cough, increasing of dyspnoea, decrease in FEV1 by 10% or more from a previously recorded value.

Exclusion Criteria:

* lack of written consent of the patient and/or guardian, age below 12, occurrence of disease complications (within the last 2 months) in the form of: active hemoptysis, pneumothorax, chest surgeries, surgical procedures in the area of the esophagus (esophageal varices), otitis media,
* inability to perform lung function tests, FEV1 value below 20% of predicted value,
* PEP, OPEP device intolerance,
* no symptoms of the respiratory system indicating exacerbation of the disease, i.e. increasing of cough, increasing of dyspnoea, decrease in in FEV1 less than 10% from a previously recorded value.","Cystic fibrosis (CF) is the most common severe autosomal recessive genetic disease in Caucasians. The CFTR (cystic fibrosis transmembrane regulator) gene, which encodes the chloride channel of the epithelial cell membrane, is responsible for the development of the disease. Respiratory physiotherapy, especially bronchial drainage is one of the basic elements of comprehensive management in patients with CF. Among the many procedures used in CF drainage physiotherapy, the most commonly include these using positive expiratory pressure (PEP) and oscillating positive expiratory pressure (OPEP). The aim of the study is to assess the efficacy of the usage of selected PEP and OPEP devices in bronchial drainage in cystic fibrosis patients during exacerbation of the disease.",Cystic Fibrosis,0,0,"Pulmonary Function. Measured indicators: FEV1, FVC | Pulmonary Function. Measured indicators: FEF75 | Sputum expectorated",2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05802264,Study to Assess Amphotericin B Cystetic for Inhalation (ABCI) Doses in Healthy Volunteers & People with Cystic Fibrosis,"A 3-part Study of ABCI: a Randomized, Double-blind, Placebo-controlled, Single-ascending Dose Phase 1a Study in Healthy Volunteers (Part A), a Randomized, Double-blind, Placebo-controlled, 14- and 28-day Multiple-ascending Dose Phase 1a Study in Healthy Volunteers (Part B), and a 28-day Open-Label Phase 1b Study in Subjects with Cystic Fibrosis (Part C)",ABCI,"Cystetic Medicines, Inc.",INDUSTRY,PHASE1,RECRUITING,INTERVENTIONAL,108,ESTIMATED,2023-03-21,2025-12,2025-12,,ALL,16 Years,,CHILD;ADULT;OLDER_ADULT,1,"Inclusion Criteria:

Part A and Part B: Each subject must meet the following criteria to be enrolled in Part A and Part B of this study.

* Subject has signed, dated, and received a copy of the IRB/IEC-approved written ICF.
* Subject is male or female aged ≥18 to ≤55 years.
* Subject has a BMI between 18 and 32 kg/m2
* Subject has an FEV1 of \>90% of predicted normal value
* Subject has normal or clinically acceptable physical examination, vital signs, clinical laboratory values, and ECG at Screening.
* Female subjects must be of non-childbearing potential or male/female subjects of childbearing potential agree to use highly effective contraception/preventive exposure measures

Part C: Each subject must meet the following criteria to be enrolled in Part C of this study.

* Subject has signed, dated, and received a copy of the IRB/IEC-approved written ICF.
* Age 16 years or older
* Confirmed diagnosis of CF, including sweat chloride \>60 mM.
* Subject is either: Being treated with an approved CFTR modulator for at least 28 days prior to Screening, or Not being treated with a CFTR modulator
* FEV1:
* For subjects on CFTR modulators: FEV1 ≥40% and ≤90%
* For subjects not on CFTR modulators: FEV1 ≥40% and ≤100%
* Stable CF disease and treatment regiment
* Female subjects must be of non-childbearing potential or male/female subjects of childbearing potential agree to use highly effective contraception/preventive exposure measures

Exclusion Criteria:

Part A and Part B: Any subject who meets any of these criteria must be excluded from Part A and Part B of this study:

* Subject has history or evidence of any clinically significant pulmonary condition
* Subject has history or evidence of any clinically significant diseases or conditions
* Subject has history of malignancy of any type
* Subject has an active COVID-19 infection within 4 weeks
* Subject is positive for human immunodeficiency virus antibodies, hepatitis B surface antigen, or hepatitis C antibodies, or has a positive QuantiFERON®-tuberculosis Gold (QFT-G) test for tuberculosis at Screening
* Subject has a self-reported lower respiratory tract infection within 6 weeks
* Subject has evidence of any active or suspected bacterial, viral, fungal or parasitic infections within the past 4 weeks
* A subject who is an active smoker or a former smoker
* Subject has history of alcohol or drug abuse in the past year
* Subject has tested positive for drugs (including cannabis), nicotine/cotinine, and/or alcohol use at Screening, subject has consumed alcohol within 24 hours prior to Visit 3
* Subject has participated in any clinical study or had been treated with any investigational drugs within 28 days or 5 half-lives
* Female subject who is pregnant or breastfeeding.
* Subject has any episode of paradoxical bronchospasm in the past 12 months.
* Subject has pacemaker; is not in sinus rhythm; has a corrected QT interval (QTc; using Fridericia's \[QTcF\] formula) of \>450 ms (for males) and \>470 ms (for females); or has a left bundle branch block or bifascicular block.
* Subject has a pulse \<40 or \>100 bpm; systolic blood pressure \>140 mmHg, or diastolic blood pressure \>90 mmHg at Screening
* Subject has Type I or II diabetes requiring medication.
* Subject has received any vaccine within 30 days prior to Day 1.
* Subject has received any of the following immunosuppressant therapies within 6 months prior to Screening: imatinib, ambrisentan, azathioprine, cyclophosphamide, cyclosporine A, bosentan, or methotrexate.
* Subject has received any antibody or therapeutic biologic product during the 6 months prior to Screening.
* Subject has received any oral, intravenous, or intramuscular steroid within 4 weeks prior to Screening. Intrathecal or intraarticular steroids are permitted.
* A subject who is not vaccinated with the COVID-19 vaccine with appropriate window from last dose of vaccine to Screening per local guidelines, policies, and availability within 30 days prior to Day 1.

Part C: Any subject who meets any of these criteria must be excluded from Part C of this study:

* History of any illness or any clinical condition that might confound the results of the study or pose an additional risk in administering study drug(s) to the subject.
* Any of the following abnormal laboratory tests: Hemoglobin, Total bilirubin, liver enzymes or creatine clearance
* An acute upper or lower respiratory infection, pulmonary exacerbation, or changes in therapy for sinopulmonary disease within 28 days before the screening visit.
* An acute illness not related to CF within 14 days before the first dose of study drug.
* Subject has an active COVID-19 infection within 4 weeks prior to screening.
* Ongoing or prior participation in a study of an investigational treatment within 28 days or 5 terminal half-lives (whichever is longer) before screening.
* Female subject who is pregnant or breastfeeding.

Please refer to study protocol for the complete inclusion/exclusion criteria list.","This is a 3-part, single-ascending dose Phase 1a randomized, double-blind, placebo-controlled study in healthy volunteers (Part A) and multiple-ascending dose Phase 1a randomized, double-blind, placebo-controlled study in healthy volunteers (Part B), and a Phase 1b open-label study in subjects with CF (Part C) to assess the safety, tolerability, PK, and preliminary efficacy of ABCI. Subjects will be evaluated for eligibility during Screening within 30 days prior to Day 1 (Randomization; Visit 3). In Parts A and B, eligible healthy volunteers may be enrolled in the study and randomly allocated to treatment with ABCI or placebo as described below. In Part C, eligible subjects with CF may be enrolled in the study and receive treatment with ABCI as described below. Approximately 72 healthy subjects total will be randomized to 9 cohorts (48 subjects in 6 cohorts in Part A, 24 subjects in 3 cohorts in Part B) and approximately 36 subjects with CF will receive the low dose, medium dose (2 sentinel subjects), or high dose of ABCI in Part C.",Cystic Fibrosis,0,0,"Adverse Events (AEs), and Serious Adverse Events (SAEs)",2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05809492,Use of A-STEP Test in Cystic Fibrosis Patients,Use of A-STEP Test in Cystic Fibrosis Patients,,Marmara University,OTHER,NA,UNKNOWN,INTERVENTIONAL,10,ESTIMATED,2023-01-01,2023-02-01,2024-02-01,,ALL,10 Years,65 Years,CHILD;ADULT;OLDER_ADULT,0,"Inclusion Criteria:

* having been diagnosed with cystic fibrosis between the ages of 18 and 50 Dec
* FEV 1 value must be at least 20%
* Being clinically stable (no hospitalization for at least 30 days, no history of acute exacerbations, no changes in maintenance therapy)

Exclusion Criteria:

* Having evidence of febrile illness
* Hemoptysis
* Uncontrolled asthma
* Pneumothorax
* Cardiac, vascular and renal comorbidities
* Pulmonary hypertension
* CF-related diabetes
* Body mass index \<18 kg/m2
* Pregnancy
* Inability to follow instructions safely","The exercise test provides prognostic information about clinical outcomes and quality of life to optimize care for cystic fibrosis patients (pwCF). The exercise test identifies the causes of exercise restriction, adverse exercise reactions, and exercise-related symptoms. The results help to determine and evaluate the impact of exercise programs at PWCF. Peak oxygen uptake (VO2peak) is a prognostic measure of maximum exercise capacity that usually worsens as CF lung disease progresses.

The recommended gold standard exercise test at PWCF is a cardiopulmonary exercise test (CPET) performed on a loop ergometer to assess VO2peak and cardiopulmonary responses to exercise. the recommended incremental protocol, consisting of 1-minute phases, should reach VO2peak within 8-12 minutes. Trained operators perform cpets with complex and expensive laboratory equipment, and it is inaccessible and little used by many people internationally.

Step tests are low-cost, portable, easily standardized and require minimal space to perform. The 3-Minute Step Test (3MST) is an externally paced test for the assessment of exercise tolerance set at 30 steps/minute for 3 minutes. In adults with CF, 3MST is useful for assessing oxygen desaturation and predicting future increased use of healthcare services. Limitations include the ceiling effect in less severe CF lung disease, and it is very difficult for some with more advanced lung disease.

An incremental maximum A-STEP step test has been developed to assess exercise capacity in the CF lung disease December, without floor or ceiling effects, within clinical space constraints and the need for strict infection prevention.

A-STEP is a new incremental maximum step test to assess exercise capacity in PWCF without floor or ceiling effects, as an alternative field test to CPET.",Cystic Fibrosis,0,0,Calculation of the maximum exercise capacity using the step test in cystic fibrosis patients,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
